miRNA	CellType	pvalue	OddsRatio	Total_Targets	Total_Markers	Number_of_Markers_Targeted	Markers_Targeted	FDR	FDR.bonf
hsa-miR-3181	Pericyte	1	0	5	59	0		1	1
hsa-miR-3181	Astrocyte	1	0	5	136	0		1	1
hsa-miR-3181	Cerebellar Astrocyte	1	0	5	169	0		1	1
hsa-miR-3181	Oligodendrocyte	1	0	5	139	0		1	1
hsa-miR-3181	Oligodendrocyte Precursor Cell	1	0	5	114	0		1	1
hsa-miR-3181	Cerebelllar Oligodendrocyte Precursor Cell	1	0	5	157	0		1	1
hsa-miR-3181	Microglia	1	0	5	62	0		1	1
hsa-miR-4664-3p	Excitatory Neuron	1	0	8	698	0		1	1
hsa-miR-4664-3p	Granule cell	1	0	8	122	0		1	1
hsa-miR-4664-3p	Inhibitory Neuron	1	0	8	504	0		1	1
hsa-miR-4664-3p	Purkinje Cell	1	0	8	215	0		1	1
hsa-miR-4664-3p	Endothelial cell	1	0	8	47	0		1	1
hsa-miR-4664-3p	Pericyte	1	0	8	59	0		1	1
hsa-miR-4664-3p	Astrocyte	1	0	8	136	0		1	1
hsa-miR-4664-3p	Cerebellar Astrocyte	1	0	8	169	0		1	1
hsa-miR-4664-3p	Oligodendrocyte	1	0	8	139	0		1	1
hsa-miR-4664-3p	Oligodendrocyte Precursor Cell	1	0	8	114	0		1	1
hsa-miR-4664-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	8	157	0		1	1
hsa-miR-4664-3p	Microglia	1	0	8	62	0		1	1
hsa-miR-4794	Excitatory Neuron	0.0249284768553531	0	130	698	0		0.887499411706142	1
hsa-miR-4794	Granule cell	1	0	130	122	0		1	1
hsa-miR-4794	Inhibitory Neuron	0.081493082271984	0	130	504	0		1	1
hsa-miR-4794	Purkinje Cell	1	0.720686504903767	130	215	1	HIVEP3	1	1
hsa-miR-4794	Endothelial cell	1	0	130	47	0		1	1
hsa-miR-4794	Pericyte	0.31664530225299	2.6796192181691	130	59	1	LPP	1	1
hsa-miR-4794	Astrocyte	1	0	130	136	0		1	1
hsa-miR-4794	Cerebellar Astrocyte	1	0.920130975864416	130	169	1	SSBP2	1	1
hsa-miR-4794	Oligodendrocyte	1	0	130	139	0		1	1
hsa-miR-4794	Oligodendrocyte Precursor Cell	1	0	130	114	0		1	1
hsa-miR-4794	Cerebelllar Oligodendrocyte Precursor Cell	0.267359165977512	2.01138496952974	130	157	2	RSRC1, SSBP2	1	1
hsa-miR-4794	Microglia	1	0	130	62	0		1	1
hsa-miR-664a-5p	Excitatory Neuron	0.0249284768553531	0	130	698	0		0.887499411706142	1
hsa-miR-664a-5p	Granule cell	1	0	130	122	0		1	1
hsa-miR-664a-5p	Inhibitory Neuron	0.081493082271984	0	130	504	0		1	1
hsa-miR-664a-5p	Purkinje Cell	1	0.720686504903767	130	215	1	HIVEP3	1	1
hsa-miR-664a-5p	Endothelial cell	1	0	130	47	0		1	1
hsa-miR-664a-5p	Pericyte	0.31664530225299	2.6796192181691	130	59	1	LPP	1	1
hsa-miR-664a-5p	Astrocyte	1	0	130	136	0		1	1
hsa-miR-664a-5p	Cerebellar Astrocyte	1	0.920130975864416	130	169	1	SSBP2	1	1
hsa-miR-664a-5p	Oligodendrocyte	1	0	130	139	0		1	1
hsa-miR-664a-5p	Oligodendrocyte Precursor Cell	1	0	130	114	0		1	1
hsa-miR-664a-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.267359165977512	2.01138496952974	130	157	2	RSRC1, SSBP2	1	1
hsa-miR-664a-5p	Microglia	1	0	130	62	0		1	1
hsa-miR-1914-5p	Excitatory Neuron	0.509205232876357	1.29334962766448	68	698	3	HSPA8, CLSTN2, CACNA1B	1	1
hsa-miR-1914-5p	Granule cell	1	0	68	122	0		1	1
hsa-miR-1914-5p	Inhibitory Neuron	0.239834804383415	1.81192933881201	68	504	3	CACNA1B, CLSTN2, CDC5L	1	1
hsa-miR-1914-5p	Purkinje Cell	0.162918996443207	2.83907973320006	68	215	2	IQSEC1, CLSTN2	1	1
hsa-miR-1914-5p	Endothelial cell	0.146456827433176	6.52805393768519	68	47	1	SLC2A1	1	1
hsa-miR-1914-5p	Pericyte	1	0	68	59	0		1	1
hsa-miR-1914-5p	Astrocyte	1	0	68	136	0		1	1
hsa-miR-1914-5p	Cerebellar Astrocyte	1	0	68	169	0		1	1
hsa-miR-1914-5p	Oligodendrocyte	0.374629081383036	2.16662091131878	68	139	1	MYO1D	1	1
hsa-miR-1914-5p	Oligodendrocyte Precursor Cell	1	0	68	114	0		1	1
hsa-miR-1914-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.411650989815379	1.91486706231325	68	157	1	CLSTN2	1	1
hsa-miR-1914-5p	Microglia	1	0	68	62	0		1	1
hsa-miR-6810-3p	Excitatory Neuron	0.228329937729963	1.71209173333355	87	698	5	NELL2, SCN1B, HSPA8, XKR4, PRICKLE1	1	1
hsa-miR-6810-3p	Granule cell	0.409711704908065	1.9248649220653	87	122	1	CPE	1	1
hsa-miR-6810-3p	Inhibitory Neuron	0.479880786890421	1.40079095231395	87	504	3	XKR4, NFIB, AAK1	1	1
hsa-miR-6810-3p	Purkinje Cell	0.236163797110458	2.20261196417781	87	215	2	XKR4, NFIB	1	1
hsa-miR-6810-3p	Endothelial cell	1	0	87	47	0		1	1
hsa-miR-6810-3p	Pericyte	1	0	87	59	0		1	1
hsa-miR-6810-3p	Astrocyte	0.11610492561644	3.51435928898917	87	136	2	CPE, NFIB	1	1
hsa-miR-6810-3p	Cerebellar Astrocyte	0.518611047670833	1.38311449125654	87	169	1	CPE	1	1
hsa-miR-6810-3p	Oligodendrocyte	0.451656273136134	1.68631895644419	87	139	1	HIP1	1	1
hsa-miR-6810-3p	Oligodendrocyte Precursor Cell	0.0864313161209162	4.20944151705574	87	114	2	HIP1, XKR4	1	1
hsa-miR-6810-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.492858695746394	1.490384672846	87	157	1	NFIB	1	1
hsa-miR-6810-3p	Microglia	1	0	87	62	0		1	1
hsa-miR-6801-3p	Excitatory Neuron	0.228329937729963	1.71209173333355	87	698	5	NELL2, SCN1B, HSPA8, XKR4, PRICKLE1	1	1
hsa-miR-6801-3p	Granule cell	0.409711704908065	1.9248649220653	87	122	1	CPE	1	1
hsa-miR-6801-3p	Inhibitory Neuron	0.479880786890421	1.40079095231395	87	504	3	XKR4, NFIB, AAK1	1	1
hsa-miR-6801-3p	Purkinje Cell	0.236163797110458	2.20261196417781	87	215	2	XKR4, NFIB	1	1
hsa-miR-6801-3p	Endothelial cell	1	0	87	47	0		1	1
hsa-miR-6801-3p	Pericyte	1	0	87	59	0		1	1
hsa-miR-6801-3p	Astrocyte	0.11610492561644	3.51435928898917	87	136	2	CPE, NFIB	1	1
hsa-miR-6801-3p	Cerebellar Astrocyte	0.518611047670833	1.38311449125654	87	169	1	CPE	1	1
hsa-miR-6801-3p	Oligodendrocyte	0.451656273136134	1.68631895644419	87	139	1	HIP1	1	1
hsa-miR-6801-3p	Oligodendrocyte Precursor Cell	0.0864313161209162	4.20944151705574	87	114	2	HIP1, XKR4	1	1
hsa-miR-6801-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.492858695746394	1.490384672846	87	157	1	NFIB	1	1
hsa-miR-6801-3p	Microglia	1	0	87	62	0		1	1
hsa-miR-29c-5p	Excitatory Neuron	1	0	10	698	0		1	1
hsa-miR-29c-5p	Granule cell	1	0	10	122	0		1	1
hsa-miR-29c-5p	Inhibitory Neuron	1	0	10	504	0		1	1
hsa-miR-29c-5p	Purkinje Cell	0.1013150045396	10.3873509981181	10	215	1	CPEB4	1	1
hsa-miR-29c-5p	Endothelial cell	1	0	10	47	0		1	1
hsa-miR-29c-5p	Pericyte	1	0	10	59	0		1	1
hsa-miR-29c-5p	Astrocyte	1	0	10	136	0		1	1
hsa-miR-29c-5p	Cerebellar Astrocyte	1	0	10	169	0		1	1
hsa-miR-29c-5p	Oligodendrocyte	1	0	10	139	0		1	1
hsa-miR-29c-5p	Oligodendrocyte Precursor Cell	1	0	10	114	0		1	1
hsa-miR-29c-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	10	157	0		1	1
hsa-miR-29c-5p	Microglia	1	0	10	62	0		1	1
hsa-miR-891a-5p	Excitatory Neuron	0.388299974060867	2.15497664013863	14	698	1	GNB1	1	1
hsa-miR-891a-5p	Granule cell	1	0	14	122	0		1	1
hsa-miR-891a-5p	Inhibitory Neuron	1	0	14	504	0		1	1
hsa-miR-891a-5p	Purkinje Cell	1	0	14	215	0		1	1
hsa-miR-891a-5p	Endothelial cell	1	0	14	47	0		1	1
hsa-miR-891a-5p	Pericyte	1	0	14	59	0		1	1
hsa-miR-891a-5p	Astrocyte	1	0	14	136	0		1	1
hsa-miR-891a-5p	Cerebellar Astrocyte	1	0	14	169	0		1	1
hsa-miR-891a-5p	Oligodendrocyte	1	0	14	139	0		1	1
hsa-miR-891a-5p	Oligodendrocyte Precursor Cell	1	0	14	114	0		1	1
hsa-miR-891a-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	14	157	0		1	1
hsa-miR-891a-5p	Microglia	1	0	14	62	0		1	1
hsa-miR-6854-3p	Excitatory Neuron	0.449474824602471	1.75074000238919	17	698	1	RNF11	1	1
hsa-miR-6854-3p	Granule cell	1	0	17	122	0		1	1
hsa-miR-6854-3p	Inhibitory Neuron	0.348757409456419	2.44988863469609	17	504	1	CIT	1	1
hsa-miR-6854-3p	Purkinje Cell	1	0	17	215	0		1	1
hsa-miR-6854-3p	Endothelial cell	0.0387682989714313	27.3895853321098	17	47	1	PTPRG	1	1
hsa-miR-6854-3p	Pericyte	0.0484374125034541	21.7104533145467	17	59	1	PTPRG	1	1
hsa-miR-6854-3p	Astrocyte	1	0	17	136	0		1	1
hsa-miR-6854-3p	Cerebellar Astrocyte	1	0	17	169	0		1	1
hsa-miR-6854-3p	Oligodendrocyte	1	0	17	139	0		1	1
hsa-miR-6854-3p	Oligodendrocyte Precursor Cell	1	0	17	114	0		1	1
hsa-miR-6854-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	17	157	0		1	1
hsa-miR-6854-3p	Microglia	1	0	17	62	0		1	1
hsa-miR-676-3p	Excitatory Neuron	1	0.595082356769103	48	698	1	GLIS3	1	1
hsa-miR-676-3p	Granule cell	1	0	48	122	0		1	1
hsa-miR-676-3p	Inhibitory Neuron	0.336633192368142	1.70520099634455	48	504	2	GABRB1, CDC5L	1	1
hsa-miR-676-3p	Purkinje Cell	0.401443106885687	1.98608473337595	48	215	1	IQSEC1	1	1
hsa-miR-676-3p	Endothelial cell	1	0	48	47	0		1	1
hsa-miR-676-3p	Pericyte	1	0	48	59	0		1	1
hsa-miR-676-3p	Astrocyte	0.00411603702838379	10.049523226528	48	136	3	MSI2, GLIS3, GABRB1	0.573718039869228	1
hsa-miR-676-3p	Cerebellar Astrocyte	0.00751214731314563	8.03958893521694	48	169	3	GABRB1, SEPT4, MSI2	0.681480978996617	1
hsa-miR-676-3p	Oligodendrocyte	0.281926853052598	3.09135782435237	48	139	1	MYO1D	1	1
hsa-miR-676-3p	Oligodendrocyte Precursor Cell	1	0	48	114	0		1	1
hsa-miR-676-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	48	157	0		1	1
hsa-miR-676-3p	Microglia	1	0	48	62	0		1	1
hsa-miR-4681	Excitatory Neuron	0.626689185482436	0	31	698	0		1	1
hsa-miR-4681	Granule cell	1	0	31	122	0		1	1
hsa-miR-4681	Inhibitory Neuron	1	0	31	504	0		1	1
hsa-miR-4681	Purkinje Cell	0.282026974826084	3.11395199279347	31	215	1	JARID2	1	1
hsa-miR-4681	Endothelial cell	1	0	31	47	0		1	1
hsa-miR-4681	Pericyte	0.0865889645524227	11.5744826774159	31	59	1	ARHGAP29	1	1
hsa-miR-4681	Astrocyte	1	0	31	136	0		1	1
hsa-miR-4681	Cerebellar Astrocyte	0.2290541430443	3.97562468133244	31	169	1	NAV1	1	1
hsa-miR-4681	Oligodendrocyte	1	0	31	139	0		1	1
hsa-miR-4681	Oligodendrocyte Precursor Cell	0.160742136966432	5.92621695878162	31	114	1	NAV1	1	1
hsa-miR-4681	Cerebelllar Oligodendrocyte Precursor Cell	1	0	31	157	0		1	1
hsa-miR-4681	Microglia	1	0	31	62	0		1	1
hsa-miR-18b-3p	Excitatory Neuron	0.200007069586325	2.54947825283185	24	698	2	WBP2, MAPK1	1	1
hsa-miR-18b-3p	Granule cell	1	0	24	122	0		1	1
hsa-miR-18b-3p	Inhibitory Neuron	1	0	24	504	0		1	1
hsa-miR-18b-3p	Purkinje Cell	1	0	24	215	0		1	1
hsa-miR-18b-3p	Endothelial cell	1	0	24	47	0		1	1
hsa-miR-18b-3p	Pericyte	1	0	24	59	0		1	1
hsa-miR-18b-3p	Astrocyte	1	0	24	136	0		1	1
hsa-miR-18b-3p	Cerebellar Astrocyte	1	0	24	169	0		1	1
hsa-miR-18b-3p	Oligodendrocyte	1	0	24	139	0		1	1
hsa-miR-18b-3p	Oligodendrocyte Precursor Cell	1	0	24	114	0		1	1
hsa-miR-18b-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.170562706372082	5.58929239436606	24	157	1	ZNF644	1	1
hsa-miR-18b-3p	Microglia	1	0	24	62	0		1	1
hsa-miR-6741-3p	Excitatory Neuron	0.278717978563281	1.38074817728451	235	698	11	NLK, CDH8, VAV3, RNF11, MAPK1, ATP9A, NPTXR, PEX5L, FGFR1, SEMA3E, XKR4	1	1
hsa-miR-6741-3p	Granule cell	0.40875535153057	0	235	122	0		1	1
hsa-miR-6741-3p	Inhibitory Neuron	0.529354676311941	1.2050144652558	235	504	7	SHISA6, CDH8, NPTXR, PEX5L, XKR4, KCNJ6, LRRC8B	1	1
hsa-miR-6741-3p	Purkinje Cell	0.741281372879347	1.20720743594355	235	215	3	SHISA6, VAV3, XKR4	1	1
hsa-miR-6741-3p	Endothelial cell	1	0	235	47	0		1	1
hsa-miR-6741-3p	Pericyte	0.498457456040439	1.46957353132405	235	59	1	ARHGAP29	1	1
hsa-miR-6741-3p	Astrocyte	0.413415303869625	0	235	136	0		1	1
hsa-miR-6741-3p	Cerebellar Astrocyte	0.272064440913995	0	235	169	0		1	1
hsa-miR-6741-3p	Oligodendrocyte	0.677516939525983	1.2447430944748	235	139	2	MAP7, PEX5L	1	1
hsa-miR-6741-3p	Oligodendrocyte Precursor Cell	0.382520691734333	1.52445134821538	235	114	2	ABHD2, XKR4	1	1
hsa-miR-6741-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0.543733259013864	235	157	1	TPCN2	1	1
hsa-miR-6741-3p	Microglia	0.515776732530361	1.39710061957519	235	62	1	C3	1	1
hsa-miR-4304	Excitatory Neuron	1	0	17	698	0		1	1
hsa-miR-4304	Granule cell	1	0	17	122	0		1	1
hsa-miR-4304	Inhibitory Neuron	1	0	17	504	0		1	1
hsa-miR-4304	Purkinje Cell	1	0	17	215	0		1	1
hsa-miR-4304	Endothelial cell	1	0	17	47	0		1	1
hsa-miR-4304	Pericyte	0.0484374125034541	21.7104533145467	17	59	1	TXNIP	1	1
hsa-miR-4304	Astrocyte	0.108336016843879	9.29683324676989	17	136	1	LIFR	1	1
hsa-miR-4304	Cerebellar Astrocyte	1	0	17	169	0		1	1
hsa-miR-4304	Oligodendrocyte	1	0	17	139	0		1	1
hsa-miR-4304	Oligodendrocyte Precursor Cell	1	0	17	114	0		1	1
hsa-miR-4304	Cerebelllar Oligodendrocyte Precursor Cell	0.124045229816364	8.03664795454662	17	157	1	ATF7IP	1	1
hsa-miR-4304	Microglia	1	0	17	62	0		1	1
hsa-miR-517c-3p	Excitatory Neuron	1	0	10	698	0		1	1
hsa-miR-517c-3p	Granule cell	1	0	10	122	0		1	1
hsa-miR-517c-3p	Inhibitory Neuron	1	0	10	504	0		1	1
hsa-miR-517c-3p	Purkinje Cell	1	0	10	215	0		1	1
hsa-miR-517c-3p	Endothelial cell	1	0	10	47	0		1	1
hsa-miR-517c-3p	Pericyte	1	0	10	59	0		1	1
hsa-miR-517c-3p	Astrocyte	1	0	10	136	0		1	1
hsa-miR-517c-3p	Cerebellar Astrocyte	1	0	10	169	0		1	1
hsa-miR-517c-3p	Oligodendrocyte	1	0	10	139	0		1	1
hsa-miR-517c-3p	Oligodendrocyte Precursor Cell	1	0	10	114	0		1	1
hsa-miR-517c-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	10	157	0		1	1
hsa-miR-517c-3p	Microglia	1	0	10	62	0		1	1
hsa-miR-517b-3p	Excitatory Neuron	1	0	9	698	0		1	1
hsa-miR-517b-3p	Granule cell	1	0	9	122	0		1	1
hsa-miR-517b-3p	Inhibitory Neuron	1	0	9	504	0		1	1
hsa-miR-517b-3p	Purkinje Cell	1	0	9	215	0		1	1
hsa-miR-517b-3p	Endothelial cell	1	0	9	47	0		1	1
hsa-miR-517b-3p	Pericyte	1	0	9	59	0		1	1
hsa-miR-517b-3p	Astrocyte	1	0	9	136	0		1	1
hsa-miR-517b-3p	Cerebellar Astrocyte	1	0	9	169	0		1	1
hsa-miR-517b-3p	Oligodendrocyte	1	0	9	139	0		1	1
hsa-miR-517b-3p	Oligodendrocyte Precursor Cell	1	0	9	114	0		1	1
hsa-miR-517b-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	9	157	0		1	1
hsa-miR-517b-3p	Microglia	1	0	9	62	0		1	1
hsa-miR-517a-3p	Excitatory Neuron	1	0	9	698	0		1	1
hsa-miR-517a-3p	Granule cell	1	0	9	122	0		1	1
hsa-miR-517a-3p	Inhibitory Neuron	1	0	9	504	0		1	1
hsa-miR-517a-3p	Purkinje Cell	1	0	9	215	0		1	1
hsa-miR-517a-3p	Endothelial cell	1	0	9	47	0		1	1
hsa-miR-517a-3p	Pericyte	1	0	9	59	0		1	1
hsa-miR-517a-3p	Astrocyte	1	0	9	136	0		1	1
hsa-miR-517a-3p	Cerebellar Astrocyte	1	0	9	169	0		1	1
hsa-miR-517a-3p	Oligodendrocyte	1	0	9	139	0		1	1
hsa-miR-517a-3p	Oligodendrocyte Precursor Cell	1	0	9	114	0		1	1
hsa-miR-517a-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	9	157	0		1	1
hsa-miR-517a-3p	Microglia	1	0	9	62	0		1	1
hsa-miR-1468-5p	Excitatory Neuron	0.449474824602471	1.75074000238919	17	698	1	SATB2	1	1
hsa-miR-1468-5p	Granule cell	1	0	17	122	0		1	1
hsa-miR-1468-5p	Inhibitory Neuron	1	0	17	504	0		1	1
hsa-miR-1468-5p	Purkinje Cell	1	0	17	215	0		1	1
hsa-miR-1468-5p	Endothelial cell	1	0	17	47	0		1	1
hsa-miR-1468-5p	Pericyte	1	0	17	59	0		1	1
hsa-miR-1468-5p	Astrocyte	1	0	17	136	0		1	1
hsa-miR-1468-5p	Cerebellar Astrocyte	1	0	17	169	0		1	1
hsa-miR-1468-5p	Oligodendrocyte	1	0	17	139	0		1	1
hsa-miR-1468-5p	Oligodendrocyte Precursor Cell	1	0	17	114	0		1	1
hsa-miR-1468-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	17	157	0		1	1
hsa-miR-1468-5p	Microglia	1	0	17	62	0		1	1
hsa-miR-516a-5p	Excitatory Neuron	0.429794078255353	1.86761288928045	16	698	1	ARF1	1	1
hsa-miR-516a-5p	Granule cell	1	0	16	122	0		1	1
hsa-miR-516a-5p	Inhibitory Neuron	1	0	16	504	0		1	1
hsa-miR-516a-5p	Purkinje Cell	1	0	16	215	0		1	1
hsa-miR-516a-5p	Endothelial cell	1	0	16	47	0		1	1
hsa-miR-516a-5p	Pericyte	1	0	16	59	0		1	1
hsa-miR-516a-5p	Astrocyte	1	0	16	136	0		1	1
hsa-miR-516a-5p	Cerebellar Astrocyte	1	0	16	169	0		1	1
hsa-miR-516a-5p	Oligodendrocyte	1	0	16	139	0		1	1
hsa-miR-516a-5p	Oligodendrocyte Precursor Cell	1	0	16	114	0		1	1
hsa-miR-516a-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	16	157	0		1	1
hsa-miR-516a-5p	Microglia	1	0	16	62	0		1	1
hsa-miR-1281	Excitatory Neuron	1	0.965070358308663	180	698	6	CAMK2N1, FAM153B, ALDOA, TSHZ2, FGFR1, TRPM3	1	1
hsa-miR-1281	Granule cell	0.095216605274866	2.83975149607994	180	122	3	TRPM3, ABLIM1, GRM1	1	1
hsa-miR-1281	Inhibitory Neuron	0.633500134717105	0.661669335307165	180	504	3	KIF3A, PPM1K, TSHZ2	1	1
hsa-miR-1281	Purkinje Cell	0.717220828693279	1.0469171312856	180	215	2	GRM1, TRPM3	1	1
hsa-miR-1281	Endothelial cell	1	0	180	47	0		1	1
hsa-miR-1281	Pericyte	0.0969100561096635	3.94228662935578	180	59	2	ATP1A2, CYTH3	1	1
hsa-miR-1281	Astrocyte	0.12122584439881	2.53904655740754	180	136	3	ATP1A2, ABLIM1, TRPM3	1	1
hsa-miR-1281	Cerebellar Astrocyte	0.190818058392176	2.03096145904239	180	169	3	TRPM3, ATP1A2, SSBP2	1	1
hsa-miR-1281	Oligodendrocyte	1	0.806460583163303	180	139	1	CNDP1	1	1
hsa-miR-1281	Oligodendrocyte Precursor Cell	0.629504791707239	0	180	114	0		1	1
hsa-miR-1281	Cerebelllar Oligodendrocyte Precursor Cell	1	0.712766071479228	180	157	1	SSBP2	1	1
hsa-miR-1281	Microglia	1	0	180	62	0		1	1
hsa-miR-6503-3p	Excitatory Neuron	0.126433991288898	3.50622994862905	18	698	2	CACNA2D3, USP22	1	1
hsa-miR-6503-3p	Granule cell	1	0	18	122	0		1	1
hsa-miR-6503-3p	Inhibitory Neuron	0.0728279012090947	4.90989378957089	18	504	2	KCNJ6, CACNA2D3	1	1
hsa-miR-6503-3p	Purkinje Cell	1	0	18	215	0		1	1
hsa-miR-6503-3p	Endothelial cell	1	0	18	47	0		1	1
hsa-miR-6503-3p	Pericyte	1	0	18	59	0		1	1
hsa-miR-6503-3p	Astrocyte	1	0	18	136	0		1	1
hsa-miR-6503-3p	Cerebellar Astrocyte	1	0	18	169	0		1	1
hsa-miR-6503-3p	Oligodendrocyte	1	0	18	139	0		1	1
hsa-miR-6503-3p	Oligodendrocyte Precursor Cell	1	0	18	114	0		1	1
hsa-miR-6503-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	18	157	0		1	1
hsa-miR-6503-3p	Microglia	1	0	18	62	0		1	1
hsa-miR-1203	Excitatory Neuron	1	0.717441874255581	40	698	1	TOLLIP	1	1
hsa-miR-1203	Granule cell	1	0	40	122	0		1	1
hsa-miR-1203	Inhibitory Neuron	1	1.00402712581231	40	504	1	NPAS1	1	1
hsa-miR-1203	Purkinje Cell	1	0	40	215	0		1	1
hsa-miR-1203	Endothelial cell	1	0	40	47	0		1	1
hsa-miR-1203	Pericyte	1	0	40	59	0		1	1
hsa-miR-1203	Astrocyte	1	0	40	136	0		1	1
hsa-miR-1203	Cerebellar Astrocyte	1	0	40	169	0		1	1
hsa-miR-1203	Oligodendrocyte	1	0	40	139	0		1	1
hsa-miR-1203	Oligodendrocyte Precursor Cell	1	0	40	114	0		1	1
hsa-miR-1203	Cerebelllar Oligodendrocyte Precursor Cell	1	0	40	157	0		1	1
hsa-miR-1203	Microglia	1	0	40	62	0		1	1
hsa-miR-489-5p	Excitatory Neuron	1	0	2	698	0		1	1
hsa-miR-489-5p	Granule cell	1	0	2	122	0		1	1
hsa-miR-489-5p	Inhibitory Neuron	1	0	2	504	0		1	1
hsa-miR-489-5p	Purkinje Cell	1	0	2	215	0		1	1
hsa-miR-489-5p	Endothelial cell	1	0	2	47	0		1	1
hsa-miR-489-5p	Pericyte	1	0	2	59	0		1	1
hsa-miR-489-5p	Astrocyte	1	0	2	136	0		1	1
hsa-miR-489-5p	Cerebellar Astrocyte	1	0	2	169	0		1	1
hsa-miR-489-5p	Oligodendrocyte	1	0	2	139	0		1	1
hsa-miR-489-5p	Oligodendrocyte Precursor Cell	1	0	2	114	0		1	1
hsa-miR-489-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	2	157	0		1	1
hsa-miR-489-5p	Microglia	1	0	2	62	0		1	1
hsa-miR-574-3p	Excitatory Neuron	0.0262196029116638	5.26614507082093	19	698	3	PDZD2, TMEM178B, CPLX2	0.89777507885778	1
hsa-miR-574-3p	Granule cell	0.10857075415124	9.22548090924344	19	122	1	CPLX2	1	1
hsa-miR-574-3p	Inhibitory Neuron	0.0800954354488956	4.619658677109	19	504	2	CPLX2, LHFPL3	1	1
hsa-miR-574-3p	Purkinje Cell	0.183728722221521	5.19262968480698	19	215	1	LHFPL3	1	1
hsa-miR-574-3p	Endothelial cell	1	0	19	47	0		1	1
hsa-miR-574-3p	Pericyte	0.0539820348147937	19.3051792641553	19	59	1	PDZD2	1	1
hsa-miR-574-3p	Astrocyte	1	0	19	136	0		1	1
hsa-miR-574-3p	Cerebellar Astrocyte	1	0	19	169	0		1	1
hsa-miR-574-3p	Oligodendrocyte	1	0	19	139	0		1	1
hsa-miR-574-3p	Oligodendrocyte Precursor Cell	0.000157916591552462	33.9229742151179	19	114	3	LHFPL3, PDZD2, PEAK1	0.186616657976755	1
hsa-miR-574-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	19	157	0		1	1
hsa-miR-574-3p	Microglia	1	0	19	62	0		1	1
hsa-miR-668-5p	Excitatory Neuron	0.504539588330405	1.47407664054944	20	698	1	ALDOA	1	1
hsa-miR-668-5p	Granule cell	1	0	20	122	0		1	1
hsa-miR-668-5p	Inhibitory Neuron	1	0	20	504	0		1	1
hsa-miR-668-5p	Purkinje Cell	1	0	20	215	0		1	1
hsa-miR-668-5p	Endothelial cell	1	0	20	47	0		1	1
hsa-miR-668-5p	Pericyte	1	0	20	59	0		1	1
hsa-miR-668-5p	Astrocyte	1	0	20	136	0		1	1
hsa-miR-668-5p	Cerebellar Astrocyte	1	0	20	169	0		1	1
hsa-miR-668-5p	Oligodendrocyte	1	0	20	139	0		1	1
hsa-miR-668-5p	Oligodendrocyte Precursor Cell	1	0	20	114	0		1	1
hsa-miR-668-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	20	157	0		1	1
hsa-miR-668-5p	Microglia	1	0	20	62	0		1	1
hsa-miR-7706	Excitatory Neuron	0.366435644989507	2.33473611020356	13	698	1	VAV3	1	1
hsa-miR-7706	Granule cell	1	0	13	122	0		1	1
hsa-miR-7706	Inhibitory Neuron	1	0	13	504	0		1	1
hsa-miR-7706	Purkinje Cell	0.12966741850594	7.7906431238015	13	215	1	VAV3	1	1
hsa-miR-7706	Endothelial cell	1	0	13	47	0		1	1
hsa-miR-7706	Pericyte	1	0	13	59	0		1	1
hsa-miR-7706	Astrocyte	1	0	13	136	0		1	1
hsa-miR-7706	Cerebellar Astrocyte	1	0	13	169	0		1	1
hsa-miR-7706	Oligodendrocyte	1	0	13	139	0		1	1
hsa-miR-7706	Oligodendrocyte Precursor Cell	1	0	13	114	0		1	1
hsa-miR-7706	Cerebelllar Oligodendrocyte Precursor Cell	1	0	13	157	0		1	1
hsa-miR-7706	Microglia	1	0	13	62	0		1	1
hsa-miR-4715-5p	Excitatory Neuron	1	0	25	698	0		1	1
hsa-miR-4715-5p	Granule cell	1	0	25	122	0		1	1
hsa-miR-4715-5p	Inhibitory Neuron	1	0	25	504	0		1	1
hsa-miR-4715-5p	Purkinje Cell	1	0	25	215	0		1	1
hsa-miR-4715-5p	Endothelial cell	1	0	25	47	0		1	1
hsa-miR-4715-5p	Pericyte	1	0	25	59	0		1	1
hsa-miR-4715-5p	Astrocyte	1	0	25	136	0		1	1
